Publish_Dates,Mains,Sources,Document_Types,Web_Urls,New_Desks,Section_Names,Snippets
2016-01-15,Mutual Funds: Municipal Bond Funds,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/mutfund/document-municipal-bond-funds.html,Business Day / Mutual Funds,Business Day,Mutual fund charts.
2016-01-15,Mutual Funds: Quarterly Performance,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/mutfund/document-quarterly-performance.html,Business Day / Mutual Funds,Business Day,Mutual fund charts.
2016-01-15,Mutual Funds: Variable Annuities,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/mutfund/document-variable-annuities.html,Business Day / Mutual Funds,Business Day,Mutual fund charts.
2016-01-15,Mutual Funds: Closed End Funds,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/dealbook/document-closed-end-funds.html,Business Day / DealBook,Business Day,The performance of closed-end funds through the end of the quarter.
2016-01-15,Mutual Funds: Exchange Traded Funds,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/mutfund/document-exchange-traded-funds.html,Business Day / Mutual Funds,Business Day,The performance of exchange-traded funds through the end of the quarter.
2016-01-15,Mutual Funds: International Stock Funds,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/mutfund/document-international-stock-funds.html,Business Day / Mutual Funds,Business Day,Mutual fund charts.
2016-01-15,Mutual Funds: U.S. General Stock Funds,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/business/mutfund/document-us-general-stock-funds.html,Business Day / Mutual Funds,Business Day,Mutual fund charts.
2016-01-15,French Movie About Jihadis Won&#8217;t Be Released in Theaters,The New York Times,blogpost,http://artsbeat.blogs.nytimes.com/2016/01/15/french-movie-about-jihadis-wont-be-released-in-theaters/,Culture,Arts,"“Made in France,” a movie about a terrorist plot in Paris, was twice delayed after actual attacks and will now go straight to video on demand."
2016-01-15,My 10 Favorite Books: Terence Koh,The New York Times,article,http://www.nytimes.com/2016/01/15/t-magazine/entertainment/terence-koh-reading-list.html,TStyle,T Magazine,The artist shares the titles he’d want most on a desert island.
2016-01-15,Bookshelf: Back Again,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/books/review/17bookshelf-back-again.html,Books / Sunday Book Review,Books,Reissued books include “Will Spring Be Early? Or Will Spring Be Late?” and “Arthur.”
2016-01-15,The Reach of Lead in Flint’s Water Supply,The New York Times,multimedia,http://www.nytimes.com/interactive/2016/01/15/us/flint-lead-water-michigan.html,U.S.,U.S.,"How the crisis developed, and which neighborhoods had the highest lead levels."
2016-01-15,How I Got Ejected From a Donald Trump Event,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/donald-trump/,Politics,U.S.,"As Donald J. Trump visited a Pizza Ranch restaurant here on Friday, a New York Times reporter was ejected by Trump staff members and a local police officer."
2016-01-15,"Annie Leibovitz’s Classic Portraits of Women, Now in Expanded Form",The New York Times,article,http://www.nytimes.com/2016/01/15/t-magazine/art/annie-leibovitz-women-tour.html,TStyle,T Magazine,"This week, the photographer relaunches her 1999 project at the Wapping Hydraulic Power Station in London."
2016-01-15,Annie Leibovitz’s “Women” Opens in London,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/15/t-magazine/annie-leibovitzs-women-opens-in-london.html,T Magazine,T Magazine,The photographer kicks off a 10-city world tour with an installation at the Wapping Hydraulic Power Station.
2016-01-15,Lawsuit Questions Ted Cruz&#8217;s Eligibility to Be President,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/lawsuit-questions-ted-cruzs-eligibility-to-be-president/,Politics,U.S.,"A trial lawyer, who said he plans to support Bernie Sanders’s bid, filed the suit about Ted Cruz’s constitutional eligibility in Federal District Court in Houston, arguing that the definition of a “natural born citizen” has never been sufficiently settled."
2016-01-15,Meet the Glam Rock Frontman Channeling Freddie Mercury,The New York Times,article,http://www.nytimes.com/2016/01/15/t-magazine/entertainment/luke-spiller-struts-interview.html,TStyle,T Magazine,The Struts’ Luke Spiller wears his influences on his sleeve — and no shortage of eyeliner and women’s clothes.
2016-01-15,Louvre to Start Restoring  Another Leonardo Painting,The New York Times,blogpost,http://artsbeat.blogs.nytimes.com/2016/01/15/louvre-to-start-restoring-another-leonardo-painting/,Culture,Arts,"The Louvre is preparing to start the restoration of Leonardo da Vinci’s “Saint John the Baptist,” a 16th-century work that has darkened over the years."
2016-01-15,Carly Fiorina Is Not Even Good at Gratuitous Insults,The New York Times,blogpost,http://takingnote.blogs.nytimes.com/2016/01/15/carly-fiorina-is-not-even-good-at-gratuitous-insults/,OpEd,Opinion,"Lacking anything of substance to say, Mrs. Fiorina has resorted to taunts about Hillary Clinton’s marriage."
2016-01-15,Monetary Economics at the GOP Debate,The New York Times,blogpost,http://krugman.blogs.nytimes.com/2016/01/15/monetary-economics-at-the-gop-debate/,OpEd,Opinion,Cruz’s version of credibility.
2016-01-15,"You Asked, Hillary Clinton Answered",The New York Times,blogpost,http://takingnote.blogs.nytimes.com/2016/01/15/you-asked-hillary-clinton-answered/,OpEd,Opinion,Mrs. Clinton took a reader’s question during her visit to the editorial board on Thursday.
2016-01-15,"Oh, the Places We Tell You to Go: Inside the Travel Section’s Special Issue",The New York Times,article,http://www.nytimes.com/2016/01/15/insider/oh-the-places-we-tell-you-to-go-inside-the-travel-sections-special-issue.html,Insider,Times Insider,"Travel editors Monica Drake and Dan Saltzstein explain how they put together this year’s special issue, “52 Places To Go in 2016.”"
2016-01-15,The Fashion News to Know This Week,The New York Times,article,http://www.nytimes.com/2016/01/15/t-magazine/fashion/bowie-style-saint-laurent-palladium-fashion-news.html,TStyle,T Magazine,"Bowie’s legacy, a study in Birkin bags and London Fashion Weekend."
2016-01-15,"You Asked, Hillary Clinton Answered",The New York Times,multimedia,http://www.nytimes.com/video/opinion/100000004146836/you-asked-hillary-clinton-answered.html,Opinion,Opinion,"During a visit to the editorial board, the candidate took a moment to answer a question from a Times reader."
2016-01-15,The Smartest Comments of the Republican Debate: Readers Weigh In,The New York Times,blogpost,http://takingnote.blogs.nytimes.com/2016/01/15/the-smartest-comments-of-the-republican-debate-readers-weigh-in/,OpEd,Opinion,"Readers gave shoutouts to Donald Trump, Ben Carson, Chris Christie and Bernie Sanders."
2016-01-15,Potatoes and Pregnancy,The New York Times,blogpost,http://well.blogs.nytimes.com/2016/01/15/potatoes-and-pregnancy/,Science,Health,"A new study suggests that the more potatoes in a woman’s typical diet, the more likely she is to develop gestational diabetes, a serious complication of pregnancy."
2016-01-15,Recipes for a Long Weekend,The New York Times,article,http://www.nytimes.com/2016/01/15/dining/lasagna-waffles-sourdough-starter-recipe.html,Dining,Food,"How to use sourdough starter, plus a recipe for the best lasagna you’ll ever eat."
2016-01-15,They Have Not Yet Begun To Fight,The New York Times,blogpost,http://douthat.blogs.nytimes.com/2016/01/15/they-have-not-yet-begun-to-fight/,OpEd,Opinion,Why I’m not yet resigned to a Trump vs. Cruz race.
2016-01-15,1941: Britain Placates Brazil,The New York Times,blogpost,http://iht-retrospective.blogs.nytimes.com/2016/01/15/1941-britain-placates-brazil/,Foreign,World,From the International Herald Tribune archives: Britain relents on an arms shipment to Brazil in 1941.
2016-01-15,Film Club | &#8216;China&#8217;s Web Junkies&#8217;,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/15/film-club-chinas-web-junkies/,None,Education,This short documentary shows the inner workings of an inpatient Internet addiction rehabilitation center where Chinese teenagers are “deprogrammed.”
2016-01-15,Tate Modern Names Frances Morris as Next Director,The New York Times,blogpost,http://artsbeat.blogs.nytimes.com/2016/01/15/tate-modern-names-frances-morris-as-next-director/,Culture,Arts,"Frances Morris, the top curator of international art at Tate Modern, has been named as the museum’s next director, Tate officials said Friday."
2016-01-15,Audra McDonald to Make West End Debut,The New York Times,blogpost,http://artsbeat.blogs.nytimes.com/2016/01/15/audra-mcdonald-to-make-west-end-debut/,Culture,Arts,"Audra McDonald is to make her West End debut this summer as Billie Holiday in “Lady Day at Emerson’s Bar & Grill,” the play for which she won her sixth Tony, in 2014."
2016-01-15,"Jeb Bush Team Stresses to Donors That Substance, Over Style, Matters",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/jeb-bush-team-stresses-to-donors-that-substance-over-style-matters/,Politics,U.S.,Aides to former Gov. Jeb Bush of Florida told campaign donors after the latest debate that their candidate more than held his own with the other Republicans onstage who were called “great performers.”
2016-01-15,Daily Report: Why Intel&#8217;s Earnings Shouldn&#8217;t Be Ignored,The New York Times,blogpost,http://bits.blogs.nytimes.com/2016/01/15/daily-report-why-intels-earnings-shouldnt-be-ignored/,Business,Technology,"Why the financial reports of Intel, one of the largest suppliers of chips to PCs, still matters to the broader technology industry."
2016-01-15,News Q&#8217;s | New Dinosaur Poses Question: Does This Museum Make Me Look Fat?,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/15/news-qs-new-dinosaur-poses-question-does-this-museum-make-me-look-fat/,None,Education,What were some of the final challenges the museum faced in assembling the titanosaur?
2016-01-15,1916: Amnesia Victim Finds Love,The New York Times,blogpost,http://iht-retrospective.blogs.nytimes.com/2016/01/15/1916-amnesia-victim-finds-love/,Foreign,World,From the International Herald Tribune archives: A former gunner with amnesia falls in love with his old sweetheart in 1916.
2016-01-15,Donald Trump Keeps Up Criticism of Ted Cruz After the Debate,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/donald-trump-keeps-up-criticism-of-ted-cruz-after-the-debate/,Politics,U.S.,"Donald J. Trump, the morning after the latest Republican presidential debate, made clear that his friendship with Senator Ted Cruz was on the rocks. He described Mr. Cruz as “strident” and called his characterization of New York City “disgraceful.”"
2016-01-15,No Comment Necessary: What Marco Rubio Thinks About Guns,The New York Times,blogpost,http://takingnote.blogs.nytimes.com/2016/01/15/no-comment-necessary-what-marco-rubio-thinks-about-guns/,OpEd,Opinion,He made his position clear during Thursday’s debate.
2016-01-15,Tom Steyer Joins Forces With Group Pushing Hispanic Candidates,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/tom-steyer-joins-forces-with-group-pushing-hispanic-candidates/,Politics,U.S.,"Tom Steyer, the billionaire environmental activist, will become one of the new chairmen for the Latino Victory Fund, along with Representative Joaquin Castro of Texas, Antonio Villaraigosa of Los Angeles and Melissa Mark-Viverito of New York."
2016-01-15,Lindsey Graham Endorses Jeb Bush for President,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/lindsey-graham-to-endorse-jeb-bush-for-president/,Politics,U.S.,"Senator Lindsey Graham of South Carolina endorsed former Gov. Jeb Bush of Florida for president, citing his strength on the issues his campaign centered around: foreign policy and domestic security."
2016-01-15,A Dog Meets the Co-op Board,The New York Times,article,http://www.nytimes.com/2016/01/15/nyregion/metropolitan-diary-a-dog-meets-the-co-op-board.html,Metro,N.Y. / Region,"Worrying about how Fido will do in the personal interview, when a bad doggy day could mean no apartment."
2016-01-15,Neil Cavuto and the Dynamics of Misinformation,The New York Times,blogpost,http://krugman.blogs.nytimes.com/2016/01/15/neil-cavuto-and-the-dynamics-of-misinformation/,OpEd,Opinion,Only report the downs.
2016-01-15,The Onion Predicted Ted Cruz,The New York Times,blogpost,http://krugman.blogs.nytimes.com/2016/01/15/the-onion-predicted-ted-cruz/,OpEd,Opinion,"I don’t wanna be a part of it, New York New York."
2016-01-15,What&#8217;s on This Week Around the World,The New York Times,blogpost,http://artsbeat.blogs.nytimes.com/2016/01/15/whats-on-this-week-around-the-world-59/,Culture,Arts,"Elmgreen & Dragset stage a new show in Beijing; David Shrigley shows work in Guadalajara, Mexico; and an interdisciplinary theater festival comes to Vancouver, British Columbia."
2016-01-15,Lopping Off Stars for Per Se: The Back Story,The New York Times,blogpost,http://publiceditor.blogs.nytimes.com/2016/01/15/lopping-off-stars-per-se-pete-wells/,None,Opinion,Readers feel “populist schadenfreude” after a top restaurant was downgraded by The Times’s restaurant critic.
2016-01-15,Narrowing Fight Offers a Clearer Glimpse of the Front of the Pack,The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/narrowing-fight-offers-a-clearer-glimpse-of-the-front-of-the-pack/,Politics,U.S.,"The second-to-last Republican presidential debate before voting begins in Iowa was a fistfight, one that seemed to further clarify the contours of the race as it has winnowed in the remaining weeks."
2016-01-15,New York’s Week in Pictures: Jan. 15,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/15/nyregion/new-yorks-week-in-pictures-jan-15.html,N.Y. / Region,N.Y. / Region,"Photographs from the past week in New York and the region include dogs on the subway, a rush for Powerball tickets and the State of the State address."
2016-01-15,Poetry Pairing | &#8216;Memento&#8217;,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/15/poetry-pairing-memento/,None,Education,"In this Poetry Pairing, Lily Cao’s poem “Memento” appears with a 2012 article, “It’s Not Me, It’s You,” by Alex Williams."
2016-01-15,Making Art on the Open Seas,The New York Times,article,http://www.nytimes.com/2016/01/15/magazine/making-art-on-the-open-seas.html,Magazine,Magazine,"While traveling the world by container ship, an artist captures an increasingly globalized world through his sketches and photography."
2016-01-15,"The Weekly Health Quiz: Personalized Diets, Stress and Travel Warnings",The New York Times,blogpost,http://well.blogs.nytimes.com/2016/01/15/the-weekly-health-quiz-personalized-diets-stress-and-travel-warnings/,Science,Health,Test your knowledge of this week’s health news.
2016-01-15,Your Friday Briefing,The New York Times,multimedia,http://www.nytimes.com/slideshow/2016/01/15/nytnow/your-friday-briefing.html,NYT Now,NYT Now,Here’s what you need to know to start your day.
2016-01-15,Morning Agenda: Morgan Stanley Heeds Investors,The New York Times,blogpost,http://news.blogs.nytimes.com/2016/01/15/morning-agenda-morgan-stanley-heeds-investors/,None,Blogs,Foursquare Raises $45 Million and Cuts its Valuation | Goldman to Pay Up to $5 Billion to Settle Faulty Mortgage Claims | G.E. to Sell Appliances Unit
2016-01-15,Living With Cancer: A Broken Covenant With Patients,The New York Times,blogpost,http://well.blogs.nytimes.com/2016/01/15/living-with-cancer-a-broken-covenant-with-patients/,Science,Health,"Prestigious medical research institutions have routinely flouted the law on reporting the results of drug trials, putting patients at risk."
2016-01-15,"Congressional Republican Retreat Covers Trump, Khakis and Other Ground",The New York Times,blogpost,http://www.nytimes.com/politics/first-draft/2016/01/15/congressional-republican-retreat-covers-trump-khakis-and-other-ground/,Politics,U.S.,"The Republican retreat in Baltimore this week offered lessons of five things that may inform the 2016 agenda, including an uneasy peace with Donald J. Trump and seeming hints of how legislators define informal."
2016-01-15,New York Today: Past Lives,The New York Times,article,http://www.nytimes.com/2016/01/15/nyregion/new-york-today-past-lives.html,Metro,N.Y. / Region,"Friday: Historical reenactments, weekend weather, and a revamped “Sesame Street.”"
2016-01-15,"Your Friday Briefing: Donald Trump, Academy Awards, Wikipedia",The New York Times,article,http://www.nytimes.com/2016/01/15/nytnow/your-friday-briefing-donald-trump-academy-awards-wikipedia.html,NYTNow,NYT Now,Here’s what you need to know to start your day.
2016-01-15,Ask Well: Recumbent Bike vs. Upright Bike vs. Elliptical Machine,The New York Times,blogpost,http://well.blogs.nytimes.com/2016/01/15/ask-well-recumbent-bike-vs-upright-bike-vs-elliptical-machine/,Science,Health,Readers ask: How does a workout on a recumbent bike compare to one on a vertical bike or elliptical machine?
2016-01-15,Hotel and Tour News: Ski Deals in Colorado and New York,The New York Times,article,http://www.nytimes.com/2016/01/15/travel/hotel-and-tour-news-ski-deals-in-colorado-and-new-york.html,Travel,Travel,"What you need to know if you’re on a trip or planning one soon, including a Jack London centennial celebration in California and a Galapagos bike tour."
2016-01-15,Student Question | When Was the Last Time You Did Something That Scared or Challenged You?,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/15/student-question-when-was-the-last-time-you-did-something-that-scared-or-challenged-you/,None,Education,Would you be interested in trying a “Year of Yes” experiment? How about a “Week of Yes” or even just a “Day of Yes”?
2016-01-15,Giving Obama His Due,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/giving-obama-his-due.html,OpEd,Opinion,"On policy, the president has been remarkable, but on changing hearts and minds, he falls short."
2016-01-15,The City Takes a Hit in Mr. Cuomo’s Budget ,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/the-city-takes-a-hit-in-mr-cuomos-budget.html,Editorial,Opinion,Mayor Bill de Blasio must defend the city’s interests in any struggle over funds from the state budget.
2016-01-15,Michigan’s Failure to Protect Flint,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/michigans-failure-to-protect-flint.html,Editorial,Opinion,"The state, which had played down findings of high levels of lead in the city’s water, must step in to find solutions."
2016-01-15,A Constitutional Standoff in Venezuela,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/a-constitutional-standoff-in-venezuela.html,Editorial,Opinion,The country’s opposition-led Parliament will need robust international support to make headway on needed reforms.
2016-01-15,When Beauty Strikes,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/when-beauty-strikes.html,OpEd,Opinion,"Modern art has certain kinds of social value, but we have suffered the loss of an old understanding of how beauty transforms the soul."
2016-01-15,Is Vast Inequality Necessary?,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/is-vast-inequality-necessary.html,OpEd,Opinion,"Of course not, despite what many of its beneficiaries believe."
2016-01-15,Republican Deficit Hypocrisy,The New York Times,article,http://www.nytimes.com/2016/01/15/opinion/campaign-stops/the-republican-deficit-hypocrisy.html,OpEd,Opinion,The G.O.P. presidential candidates’ fantasy budget math would wreck America’s fiscal house.
2016-01-15,A Tabloid&#8217;s Photographs That Don&#8217;t Tell the Whole Story,The New York Times,blogpost,http://lens.blogs.nytimes.com/2016/01/15/a-tabloids-photographs-that-dont-tell-the-whole-story/,None,Multimedia/Photos,"PM, the 1940s photo-rich New York tabloid, asked readers to interpret its pictures — 75 of which are currently at the Steven Kasher Gallery in Chelsea."
2016-01-15,"Corrections: January 15, 2016",The New York Times,article,http://www.nytimes.com/2016/01/15/pageoneplus/corrections-january-15-2016.html,Summary,Corrections,"Corrections appearing in print on Friday, January 15, 2015."
2016-01-15,Transcript of Republican Presidential Debate,The New York Times,article,http://www.nytimes.com/2016/01/15/us/politics/transcript-of-republican-presidential-debate.html,Politics,U.S.,"The candidates, in their own heated words as recorded by the Federal News Service, sparring on ISIS and Iran, the economy and each other."
2016-01-15,Analysis of the Sixth G.O.P. Debate,The New York Times,multimedia,http://www.nytimes.com/video/us/politics/100000004146124/analysis-of-the-sixth-gop-debate.html,U.S. / Politics,U.S.,"The Times reporter Adam Nagourney analyzes key moments from the sixth Republican presidential debate on Thursday in North Charleston, S.C., as the candidates sparred over issues such as the Middle East, trade and gun control."
2016-01-15,What to Watch Friday,The New York Times,article,http://www.nytimes.com/2016/01/15/arts/television/what-to-watch-friday.html,Weekend,Arts,Jonah Hill and Channing Tatum go undercover again in “22 Jump Street.” Willie Nelson is honored with the Gershwin Prize. And a farewell to Alan Rickman.
2016-01-15,Rising Squash Star Has Triumphant Week Despite Loss in Tournament Final,The New York Times,article,http://www.nytimes.com/2016/01/15/sports/rising-squash-star-has-triumphant-week-despite-loss-in-tournament-final.html,Sports,Sports,"Amanda Sobhy, a Long Island native and Harvard graduate, finished second to Nour el Sherbini at the J.P. Morgan Tournament of Champions, but some believe she can reach No. 1 in the world rankings."
2016-01-15,Quotation of the Day,The New York Times,article,http://www.nytimes.com/2016/01/15/todayspaper/quotation-of-the-day.html,Summary,Today’s Paper,"Quotation of the Day for Friday, January 15, 2016."
2016-01-15,"Ted Cruz, Once Dismissed, Emerges as a Slashing Debater",The New York Times,article,http://www.nytimes.com/2016/01/15/us/politics/ted-cruz-gop-debate.html,National,U.S.,"Mr. Cruz outmaneuvered everybody onstage, but none as devastatingly as Donald J. Trump."
2016-01-15,The New York Times Gets a Debate Shoutout,The New York Times,blogpost,http://takingnote.blogs.nytimes.com/2016/01/15/the-new-york-times-gets-a-debate-shoutout/,OpEd,Opinion,Ted Cruz brought up two columns by Frank Bruni during Thursday’s debate.
2016-01-15,Young Avalanche Goaltender Earns First N.H.L. Shutout Against the Devils,The New York Times,article,http://www.nytimes.com/2016/01/15/sports/hockey/young-avalanche-goaltender-earns-first-nhl-shutout-against-the-devils.html,Sports,Sports,"Calvin Pickard, 23, stopped 27 shots, and the Devils failed to pick up their first win at Colorado since 2008."
2016-01-15,Australian Open Draw Seems Suited for Serena Williams,The New York Times,article,http://www.nytimes.com/2016/01/15/sports/tennis/australian-open-draw-seems-suited-for-serena-williams.html,Sports,Sports,"Williams&#8217;s first opponent, Camila Giorgi, is the highest seed she could have faced in the first round, but if Williams advances, the potential threats in her half of the field are players she has dominated."
2016-01-15,Word of the Day + Quiz | diorama,The New York Times,blogpost,http://learning.blogs.nytimes.com/2016/01/15/word-of-the-day-quiz-diorama/,None,Education,This word has appeared in 40 New York Times articles in the past year.
2016-01-15,"Paid Notice: Deaths  MESSMORE, MARY ANNE",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9A05E2D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"MESSMORE--Mary Anne, of Baltimore, Maryland, died peacefully with her family by her side on January 11, 2016. Mary's life was most remarkable for the effect she had on the people around her. She brought light and laughter to every room she entered. A rock of comfort and support for anyone grieving or feeling lonely, Mary loved to laugh and make others laugh, play games, cook, and spend time with friends. She loved her dogs, the mountains, music, boating, reading, and traveling. But most of all, she loved her husband, John, her son, Ike, and her daughter, Lindsey. For those fortunate enough to have met her, Mary will be remembered as one of the warmest and most thoughtful people the world has known. Generous and welcoming, she opened her home to everyone-friends and strangers alike-who needed a home-cooked meal or a safe haven. She was fiercely loyal to and supportive of those close to her and kind to everyone she met. Mary's family takes comfort in the knowledge that her legacy lives on through the immeasurable impact she had on others. While the joy and laughter that her memories evoke pale in comparison to her radiant physical presence, they ensure that she will never be forgotten. It is Mary's family's hope that all who knew her will honor her memory by striving to treat others with the grace and kindness that she did. It was the size of Mary's heart that made the world a better place. A celebration of Mary's life will be held at 5pm on Saturday, January 23, at Baltimore Country Club at Five Farms, 11500 Mays Chapel Road, Lutherville, MD 21093. All friends are welcome. In lieu of flowers, please consider a donation in Mary's name to Dyslexia Tutoring Program (dyslexiatutoringprogram.org). As John Irving, one of Mary's favorite authors, once wrote: ""It is hard work and great art to make life not so serious."" In that respect, Mary was a tireless and masterful artist. 1/3"
2016-01-15,"Paid Notice: Deaths  SILVERMAN, RUBEN D.",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=990CE2D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"SILVERMAN--Ruben D.,age 88, died on January 14, 2016, of complications of Parkinson's Disease. A lifelong resident of Lakewood, NJ, Mr. Silverman practiced law in Lakewood for over 55 years, representing a broad and diverse swath of the Lakewood community including Congregation Sons of Israel (the first Orthodox synagogue in Lakewood), and the operators of the Point Pleasant Beach. Mr. Silverman was a graduate from Lakewood High School in 1944, and then enlisted in the United States Navy at age 17, serving on the USS Nassau during the closing days of World War II. Upon the conclusion of his military service, he returned to New Jersey where he attended and was a graduate from Seton Hall College. He then entered the first class of Seton Hall Law School, and, after obtaining his J.D., began a law practice with his late brother, Orion Silverman. He practiced law for 55 years before retiring. He held positions on the local election, tax and zoning boards. He is survived by his wife of 60 years, Phyllis, and three children: Sharon Lieberman (and her husband, Steven), Dr. Lawrence Silverman (and his wife, Jodi Moise) and Barbara Hirsch (and her husband, Dr. Mark Hirsch), as well as seven grandchildren: Rachel Lieberman, Jessica Lieberman, Benjamin Lieberman, Joshua Moise-Silverman, Samuel Moise-Silverman, Corey Hirsch and Sarah Hirsch. Funeral services will be at the Mt. Sinai Cemetery in Lakewood, NJ, on Friday, January 15, 2016, 9:00am. The family asks that donations in his memory be made to the Lakewood Historical Society or to the Overlook Foundation, Attention: Movement Disorder Fund, in memory of Ruben Silverman. Services entrusted to Torchinsky Hebrew Funeral Home, Washington, DC, 202-541-1001. 1/3"
2016-01-15,"Paid Notice: Deaths  PRESENT, DANIEL",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9C01E2D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"PRESENT--Daniel, M.D. A wonderful man, a loss to too many. Barbara and Bob Murray 1/3"
2016-01-15,"Paid Notice: Memorials  SPOKOJNY, DR",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9507E1D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"SPOKOJNY--Dr. Artur. May 10, 1955-January 7,2014. Shabbat Bo, 1/15-16, is Artur's 2nd yartzeit. Time cannot erase our love, dear Artur. 1/3"
2016-01-15,"Paid Notice: Deaths  COSTAS, CHRISTOPHIL BASIL",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9E02E3D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"COSTAS--Christophil Basil, of New York, NY, passed away on January 12 at the age of 75. Raised in Brooklyn, he was the adored husband of Elizabeth, a devoted father to Alex and his wife, Jaime, and doting grandfather to Jack and Josephine. Chris was the genuine article, a lover of history, literature, music, fine food and wine. His enthusiasm for life, love of family, sense of humor and kindness touched us all. His spirit will remain with us always. The family will be receiving friends at the Frank E. Campbell Funeral Home on Friday, January 15. The funeral will be at 9am on Saturday, January 16 at the Holy Trinity Cathedral. 1/3"
2016-01-15,"Paid Notice: Deaths  SCHWARTZ, HOWARD STUART",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9F02E2D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"SCHWARTZ--Howard Stuart, on January 13, 2016 at the age of 75. Beloved husband of Leslie and the late Gail. Dear father of Jeff and Laura (Lisa). Loving stepfather of Aimee (Michael) and Charles (Kathleen). Adoring grandfather of Emma, Noah, Caitlyn, Mia, Aidan, Christopher and Elizabeth. Donations in his name may be made to The American Heart Association. Services today, 11:15, at ""The Riverside"" 76 Street and Amsterdam Avenue. 1/3"
2016-01-15,"Paid Notice: Deaths  BARNET, SYLVAN",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9406E3D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"BARNET--Sylvan. The Trustees and staff of The Metropolitan Museum of Art mourn the passing of Sylvan Barnet, an esteemed Benefactor and generous donor to the Museum. With his late partner William Burto, he donated the 17 important Chinese and Japanese hanging scrolls, dating from the 12th to the 17th century, featured in the Met's 2002 exhibition ""The Written Image: Japanese Calligraphy and Painting from the Sylvan Barnet and William Burto Collection."" These scrolls are treasured enhancements to the Museum's extensive holdings of Asian art, and will continue to provide a great benefit to scholars and the general public for generations to come. Daniel Brodsky, Chairman Thomas P. Campbell, Director and CEO Daniel H. Weiss, President 1/3"
2016-01-15,"Paid Notice: Deaths  MEYERS, DONALD",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9B04E2D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"MEYERS--Donald. Riverdale Mental Health Association extends condolences to the family of Donald Meyers, M.D. Husband of former Director Helen Meyers, father of Board member, Andrew Meyers, Don was a devoted supporter of RMHA. 1/3"
2016-01-15,"Paid Notice: Deaths  SONNENKLAR, ERIC GORDON",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9B05E1D61E3AF936A25752C0A9609D8B63,Classified,Paid Death Notices,"SONNENKLAR--Eric Gordon, 44 years old. Passed away suddenly on the morning of January 13, 2016. Devoted husband of Lisa. Adored father of Harris and Nicolas. Cherished son of Susan and the late Dr. Norman Sonnenklar. Beloved brother of Alan and Jill. Loving uncle of Jacob, Adam, Noah, Sam, Alessandro and Luke. He will be with us forever in our hearts. 1/3"
